STORE_CODE,SKU,EPC,COST_PRICE,ZONE,ERP_SOURCE_DOC,BATCH_DATE,NOTES
LK001,TSHRT-CRW-WHT-M,3034257BF400000013000002,450.00,SALES_FLOOR,PO-2026-001,2026-06-01,
LK001,TSHRT-CRW-WHT-M,3034257BF400000013000003,450.00,BACK_ROOM,PO-2026-001,2026-06-01,
LK001,TSHRT-CRW-WHT-L,3034257BF400000014000001,450.00,SALES_FLOOR,PO-2026-001,2026-06-01,
LK001,TSHRT-CRW-WHT-L,3034257BF400000014000002,450.00,SALES_FLOOR,PO-2026-001,2026-06-01,
LK001,TSHRT-CRW-BLK-M,3034257BF400000015000001,450.00,SALES_FLOOR,PO-2026-001,2026-06-01,
LK001,TSHRT-CRW-BLK-M,3034257BF400000015000002,450.00,SALES_FLOOR,PO-2026-001,2026-06-01,
LK001,TSHRT-CRW-BLK-L,3034257BF400000016000001,450.00,SALES_FLOOR,PO-2026-001,2026-06-01,
LK001,TSHRT-CRW-NVY-M,3034257BF400000017000001,450.00,SALES_FLOOR,PO-2026-001,2026-06-01,
LK001,TSHRT-CRW-NVY-M,3034257BF400000017000002,450.00,BACK_ROOM,PO-2026-001,2026-06-01,
LK001,POLO-SLM-WHT-M,3034257BF400000018000001,699.00,SALES_FLOOR,PO-2026-001,2026-06-01,
LK001,POLO-SLM-WHT-L,3034257BF400000019000001,699.00,SALES_FLOOR,PO-2026-001,2026-06-01,
LK001,POLO-SLM-BLU-M,3034257BF40000001A000001,699.00,SALES_FLOOR,PO-2026-001,2026-06-01,
LK001,POLO-SLM-BLU-M,3034257BF40000001A000002,699.00,SALES_FLOOR,PO-2026-001,2026-06-01,
LK001,KURTA-CTN-WHT-M,3034257BF40000001B000001,899.00,SALES_FLOOR,PO-2026-001,2026-06-01,
LK001,KURTA-CTN-WHT-M,3034257BF40000001B000002,899.00,SALES_FLOOR,PO-2026-001,2026-06-01,
LK001,KURTA-CTN-WHT-L,3034257BF40000001C000001,899.00,SALES_FLOOR,PO-2026-001,2026-06-01,
LK001,KURTA-CTN-BEI-M,3034257BF40000001D000001,899.00,SALES_FLOOR,PO-2026-001,2026-06-01,
LK001,KURTA-CTN-BEI-L,3034257BF40000001E000001,899.00,SALES_FLOOR,PO-2026-001,2026-06-01,
LK001,DRESS-FLR-BLU-S,3034257BF40000001F000001,1199.00,SALES_FLOOR,PO-2026-001,2026-06-01,
LK001,DRESS-FLR-BLU-S,3034257BF40000001F000002,1199.00,FITTING_ROOM,PO-2026-001,2026-06-01,In trial room
LK001,DRESS-FLR-BLU-M,3034257BF400000020000001,1199.00,SALES_FLOOR,PO-2026-001,2026-06-01,
LK001,DRESS-FLR-RED-S,3034257BF400000021000001,1199.00,SALES_FLOOR,PO-2026-001,2026-06-01,
LK001,DRESS-FLR-RED-M,3034257BF400000022000001,1199.00,SALES_FLOOR,PO-2026-001,2026-06-01,
LK001,TOP-CSS-PNK-S,3034257BF400000023000001,599.00,SALES_FLOOR,PO-2026-001,2026-06-01,
LK001,TOP-CSS-PNK-S,3034257BF400000023000002,599.00,SALES_FLOOR,PO-2026-001,2026-06-01,
LK001,TOP-CSS-PNK-M,3034257BF400000024000001,599.00,SALES_FLOOR,PO-2026-001,2026-06-01,
LK001,TOP-CSS-WHT-M,3034257BF400000025000001,599.00,SALES_FLOOR,PO-2026-001,2026-06-01,
LK001,LEGG-STD-BLK-S,3034257BF400000026000001,499.00,SALES_FLOOR,PO-2026-001,2026-06-01,
LK001,LEGG-STD-BLK-S,3034257BF400000026000002,499.00,SALES_FLOOR,PO-2026-001,2026-06-01,
LK001,LEGG-STD-BLK-M,3034257BF400000027000001,499.00,SALES_FLOOR,PO-2026-001,2026-06-01,
LK001,LEGG-STD-NVY-M,3034257BF400000028000001,499.00,SALES_FLOOR,PO-2026-001,2026-06-01,
LK001,SHOE-CAS-WHT-7,3034257BF400000029000001,1499.00,SALES_FLOOR,PO-2026-001,2026-06-01,
LK001,SHOE-CAS-WHT-7,3034257BF400000029000002,1499.00,BACK_ROOM,PO-2026-001,2026-06-01,
LK001,SHOE-CAS-WHT-8,3034257BF40000002A000001,1499.00,SALES_FLOOR,PO-2026-001,2026-06-01,
LK001,SHOE-CAS-WHT-8,3034257BF40000002A000002,1499.00,SALES_FLOOR,PO-2026-001,2026-06-01,
LK001,SHOE-CAS-WHT-9,3034257BF40000002B000001,1499.00,SALES_FLOOR,PO-2026-001,2026-06-01,
LK001,SHOE-CAS-BLK-8,3034257BF40000002C000001,1499.00,SALES_FLOOR,PO-2026-001,2026-06-01,
LK001,SHOE-FRM-BRN-8,3034257BF40000002D000001,2499.00,SALES_FLOOR,PO-2026-001,2026-06-01,
LK001,SHOE-FRM-BRN-9,3034257BF40000002E000001,2499.00,SALES_FLOOR,PO-2026-001,2026-06-01,
LK001,SHOE-FRM-BLK-8,3034257BF40000002F000001,2499.00,SALES_FLOOR,PO-2026-001,2026-06-01,
LK001,SHOE-FRM-BLK-9,3034257BF400000030000001,2499.00,SALES_FLOOR,PO-2026-001,2026-06-01,
LK001,ACC-BELT-BLK-S,3034257BF400000031000001,549.00,SALES_FLOOR,PO-2026-001,2026-06-01,
LK001,ACC-BELT-BLK-S,3034257BF400000031000002,549.00,SALES_FLOOR,PO-2026-001,2026-06-01,
LK001,ACC-BELT-BLK-M,3034257BF400000032000001,549.00,SALES_FLOOR,PO-2026-001,2026-06-01,
LK001,ACC-BELT-BRN-M,3034257BF400000033000001,549.00,SALES_FLOOR,PO-2026-001,2026-06-01,
LK001,ACC-SCARF-BLU,3034257BF400000034000001,399.00,SALES_FLOOR,PO-2026-001,2026-06-01,
LK001,ACC-SCARF-BLU,3034257BF400000034000002,399.00,SALES_FLOOR,PO-2026-001,2026-06-01,
LK001,ACC-SCARF-RED,3034257BF400000035000001,399.00,SALES_FLOOR,PO-2026-001,2026-06-01,
LK001,ACC-WALLET-BLK,3034257BF400000036000001,799.00,SALES_FLOOR,PO-2026-001,2026-06-01,
LK001,ACC-WALLET-BRN,3034257BF400000037000001,799.00,SALES_FLOOR,PO-2026-001,2026-06-01,
LK001,JACK-DEN-BLU-M,3034257BF400000038000001,1899.00,SALES_FLOOR,PO-2026-001,2026-06-01,
LK001,JACK-DEN-BLU-L,3034257BF400000039000001,1899.00,SALES_FLOOR,PO-2026-001,2026-06-01,
LK001,JACK-WIN-BLK-M,3034257BF40000003A000001,1299.00,SALES_FLOOR,PO-2026-001,2026-06-01,
LK001,JACK-WIN-BLK-M,3034257BF40000003A000002,1299.00,BACK_ROOM,PO-2026-001,2026-06-01,
LK001,JACK-WIN-BLK-L,3034257BF40000003B000001,1299.00,BACK_ROOM,PO-2026-001,2026-06-01,
LK001,SOCK-CTN-WHT-M,3034257BF40000003C000001,199.00,SALES_FLOOR,PO-2026-001,2026-06-01,
LK001,SOCK-CTN-WHT-M,3034257BF40000003C000002,199.00,SALES_FLOOR,PO-2026-001,2026-06-01,
LK001,SOCK-CTN-WHT-M,3034257BF40000003C000003,199.00,BACK_ROOM,PO-2026-001,2026-06-01,
